,product,words,words_tagging,syllables,syllables_tagging
피코크 제주 흑 돼지 햄 아이스크림 510ML짜리,"['피코크', ' ', '제주', ' ', '흑', ' ', '돼지', ' ', '햄', ' ', '아이스크림', ' ', '510ML짜리']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', 'PRDG_B', '-', 'PRD_B']","['피', '코', '크', ' ', '제', '주', ' ', '흑', ' ', '돼', '지', ' ', '햄', ' ', '아', '이', '스', '크', '림', ' ', '5', '1', '0', 'M', 'L', '짜', '리']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', 'PRDG_B', 'PRDG_I', 'PRDG_I', 'PRDG_I', 'PRDG_I']"
대만 마쉬멜로우 초코 사탕이랑 전철우 소갈비살구이,"['대만', ' ', '마쉬멜로우', ' ', '초코', ' ', '사탕', '이랑', ' ', '전철우', ' ', '소갈비살구이']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', 'PRDG_B', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I']","['대', '만', ' ', '마', '쉬', '멜', '로', '우', ' ', '초', '코', ' ', '사', '탕', '이', '랑', ' ', '전', '철', '우', ' ', '소', '갈', '비', '살', '구', '이']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', 'PRDG_B', 'PRDG_I', '-', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
돌가마 돼지특수부위 왕덜미살과 피코크 안심돈까스,"['돌가마', ' ', '돼지특수부위', ' ', '왕덜미살', '과', ' ', '피코크', ' ', '안심돈까스']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I']","['돌', '가', '마', ' ', '돼', '지', '특', '수', '부', '위', ' ', '왕', '덜', '미', '살', '과', ' ', '피', '코', '크', ' ', '안', '심', '돈', '까', '스']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
토굴숙성 광천새우젓과 머핀 냉동빵,"['토굴숙성', ' ', '광천새우젓', '과', ' ', '머핀', ' ', '냉동빵']","['PRD_B', 'PRD_I', 'PRD_I', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I']","['토', '굴', '숙', '성', ' ', '광', '천', '새', '우', '젓', '과', ' ', '머', '핀', ' ', '냉', '동', '빵']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
마켓오 치즈칩 포테이토 과자와 저염 훈제 닭가슴살,"['마켓오', ' ', '치즈칩', ' ', '포테이토', ' ', '과자', '와', ' ', '저염', ' ', '훈제', ' ', '닭가슴살']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', 'PRDG_B', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']","['마', '켓', '오', ' ', '치', '즈', '칩', ' ', '포', '테', '이', '토', ' ', '과', '자', '와', ' ', '저', '염', ' ', '훈', '제', ' ', '닭', '가', '슴', '살']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', 'PRDG_B', 'PRDG_I', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
고향만두와 덴마크 짜지않은 치즈,"['고향만두', '와', ' ', '덴마크', ' ', '짜지않은', ' ', '치즈']","['PRD_B', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', '-', 'PRDG_B']","['고', '향', '만', '두', '와', ' ', '덴', '마', '크', ' ', '짜', '지', '않', '은', ' ', '치', '즈']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
김치 3200G와 꼴뚜기젓갈,"['김치', ' ', '3200G', '와', ' ', '꼴뚜기젓갈']","['PRDG_B', '-', 'PRD_B', '-', '-', 'PRD_B']","['김', '치', ' ', '3', '2', '0', '0', 'G', '와', ' ', '꼴', '뚜', '기', '젓', '갈']","['PRDG_B', 'PRDG_I', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
겹겹이 구뭐낸 플레인 바움쿠헨 조각케익이랑 마쉬멜로우 어쏘티드,"['겹겹이', ' ', '구뭐낸', ' ', '플레인', ' ', '바움쿠헨', ' ', '조각케익', '이랑', ' ', '마쉬멜로우', ' ', '어쏘티드']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I']","['겹', '겹', '이', ' ', '구', '뭐', '낸', ' ', '플', '레', '인', ' ', '바', '움', '쿠', '헨', ' ', '조', '각', '케', '익', '이', '랑', ' ', '마', '쉬', '멜', '로', '우', ' ', '어', '쏘', '티', '드']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
한입갈비 선물세트랑 포스 마이쮸딸기,"['한입갈비', ' ', '선물세트', '랑', ' ', '포스', ' ', '마이쮸딸기']","['PRD_B', 'PRD_I', 'PRD_I', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I']","['한', '입', '갈', '비', ' ', '선', '물', '세', '트', '랑', ' ', '포', '스', ' ', '마', '이', '쮸', '딸', '기']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
제주산 참기름과 점보 샌드위치,"['제주산', ' ', '참기름', '과', ' ', '점보', ' ', '샌드위치']","['PRD_B', 'PRD_I', 'PRD_I', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I']","['제', '주', '산', ' ', '참', '기', '름', '과', ' ', '점', '보', ' ', '샌', '드', '위', '치']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
직화 닭발이랑 풍미막창 자숙,"['직화', ' ', '닭발', '이랑', ' ', '풍미막창', ' ', '자숙']","['PRD_B', 'PRD_I', 'PRD_I', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I']","['직', '화', ' ', '닭', '발', '이', '랑', ' ', '풍', '미', '막', '창', ' ', '자', '숙']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
눈을 감자랑 무민 과일맛 소프트캔디,"['눈을', ' ', '감자', '랑', ' ', '무민', ' ', '과일맛', ' ', '소프트캔디']","['PRD_B', 'PRD_I', 'PRD_I', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']","['눈', '을', ' ', '감', '자', '랑', ' ', '무', '민', ' ', '과', '일', '맛', ' ', '소', '프', '트', '캔', '디']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
쇠고기메추리알장조림과 딤채식품 건강담은 백김치,"['쇠고기메추리알장조림', '과', ' ', '딤채식품', ' ', '건강담은', ' ', '백김치']","['PRD_B', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']","['쇠', '고', '기', '메', '추', '리', '알', '장', '조', '림', '과', ' ', '딤', '채', '식', '품', ' ', '건', '강', '담', '은', ' ', '백', '김', '치']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
굽네 갈릭허브 수비드 닭가슴살과 수제단팥빵,"['굽네', ' ', '갈릭허브', ' ', '수비드', ' ', '닭가슴살', '과', ' ', '수제단팥빵']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', '-', 'PRD_B']","['굽', '네', ' ', '갈', '릭', '허', '브', ' ', '수', '비', '드', ' ', '닭', '가', '슴', '살', '과', ' ', '수', '제', '단', '팥', '빵']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
풀무원 얇은피꽉찬속 고기만두 바로먹는 메츄리아,"['풀무원', ' ', '얇은피꽉찬속', ' ', '고기만두', ' ', '바로먹는', ' ', '메츄리아']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', 'PRD_B', 'PRD_I', 'PRD_I']","['풀', '무', '원', ' ', '얇', '은', '피', '꽉', '찬', '속', ' ', '고', '기', '만', '두', ' ', '바', '로', '먹', '는', ' ', '메', '츄', '리', '아']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
제주김치 자리젓 김치 농심 멘토스 프루츠,"['제주김치', ' ', '자리젓', ' ', '김치', ' ', '농심', ' ', '멘토스', ' ', '프루츠']","['PRD_B', 'PRD_I', 'PRD_I', '-', 'PRDG_B', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']","['제', '주', '김', '치', ' ', '자', '리', '젓', ' ', '김', '치', ' ', '농', '심', ' ', '멘', '토', '스', ' ', '프', '루', '츠']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', 'PRDG_B', 'PRDG_I', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
씨제이 맥스봉 할라피뇨랑 훈제 오리 순살 슬라이스,"['씨제이', ' ', '맥스봉', ' ', '할라피뇨', '랑', ' ', '훈제', ' ', '오리', ' ', '순살', ' ', '슬라이스']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']","['씨', '제', '이', ' ', '맥', '스', '봉', ' ', '할', '라', '피', '뇨', '랑', ' ', '훈', '제', ' ', '오', '리', ' ', '순', '살', ' ', '슬', '라', '이', '스']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
삼색새우 하카우딤섬이랑 피코크 시리얼바,"['삼색새우', ' ', '하카우딤섬', '이랑', ' ', '피코크', ' ', '시리얼바']","['PRD_B', 'PRD_I', 'PRD_I', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I']","['삼', '색', '새', '우', ' ', '하', '카', '우', '딤', '섬', '이', '랑', ' ', '피', '코', '크', ' ', '시', '리', '얼', '바']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
구르메 고르곤졸라와 초콜릿바 아이스크림,"['구르메', ' ', '고르곤졸라', '와', ' ', '초콜릿바', ' ', '아이스크림']","['PRD_B', 'PRD_I', 'PRD_I', '-', '-', 'PRD_B', '-', 'PRDG_B']","['구', '르', '메', ' ', '고', '르', '곤', '졸', '라', '와', ' ', '초', '콜', '릿', '바', ' ', '아', '이', '스', '크', '림']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', '-', 'PRDG_B', 'PRDG_I', 'PRDG_I', 'PRDG_I', 'PRDG_I']"
씨제이 고메 바삭튀겨낸 모짜렐라돈카츠와 달콤한 도라야끼,"['씨제이', ' ', '고메', ' ', '바삭튀겨낸', ' ', '모짜렐라돈카츠', '와', ' ', '달콤한', ' ', '도라야끼']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I']","['씨', '제', '이', ' ', '고', '메', ' ', '바', '삭', '튀', '겨', '낸', ' ', '모', '짜', '렐', '라', '돈', '카', '츠', '와', ' ', '달', '콤', '한', ' ', '도', '라', '야', '끼']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
매일유업 알라슬라이스 고다 치즈랑 우유 1000ML,"['매일유업', ' ', '알라슬라이스', ' ', '고다', ' ', '치즈', '랑', ' ', '우유', ' ', '1000ML']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', 'PRDG_B', '-', '-', 'PRDG_B', '-', 'PRD_B']","['매', '일', '유', '업', ' ', '알', '라', '슬', '라', '이', '스', ' ', '고', '다', ' ', '치', '즈', '랑', ' ', '우', '유', ' ', '1', '0', '0', '0', 'M', 'L']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', 'PRDG_B', 'PRDG_I', '-', '-', 'PRDG_B', 'PRDG_I', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
150ML 아이스크림과 캬라멜 밀크,"['150ML', ' ', '아이스크림', '과', ' ', '캬라멜', ' ', '밀크']","['PRD_B', '-', 'PRDG_B', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I']","['1', '5', '0', 'M', 'L', ' ', '아', '이', '스', '크', '림', '과', ' ', '캬', '라', '멜', ' ', '밀', '크']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', 'PRDG_B', 'PRDG_I', 'PRDG_I', 'PRDG_I', 'PRDG_I', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
오뚜기 짜장면이랑 피터스 플레인 베이글,"['오뚜기', ' ', '짜장면', '이랑', ' ', '피터스', ' ', '플레인', ' ', '베이글']","['PRD_B', 'PRD_I', 'PRD_I', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']","['오', '뚜', '기', ' ', '짜', '장', '면', '이', '랑', ' ', '피', '터', '스', ' ', '플', '레', '인', ' ', '베', '이', '글']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
자주 달콤함그대로고구마칩 오뗄 장작통삼겹베이컨,"['자주', ' ', '달콤함그대로고구마칩', ' ', '오뗄', ' ', '장작통삼겹베이컨']","['PRD_B', 'PRD_I', 'PRD_I', '-', 'PRD_B', 'PRD_I', 'PRD_I']","['자', '주', ' ', '달', '콤', '함', '그', '대', '로', '고', '구', '마', '칩', ' ', '오', '뗄', ' ', '장', '작', '통', '삼', '겹', '베', '이', '컨']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
하루노유키 케익 플레인맛 라라스윗 녹차,"['하루노유키', ' ', '케익', ' ', '플레인맛', ' ', '라라스윗', ' ', '녹차']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', 'PRD_B', 'PRD_I', 'PRD_I']","['하', '루', '노', '유', '키', ' ', '케', '익', ' ', '플', '레', '인', '맛', ' ', '라', '라', '스', '윗', ' ', '녹', '차']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
제주담은 김부각과 사탕 1KG,"['제주담은', ' ', '김부각', '과', ' ', '사탕', ' ', '1KG']","['PRD_B', 'PRD_I', 'PRD_I', '-', '-', 'PRDG_B', '-', 'PRD_B']","['제', '주', '담', '은', ' ', '김', '부', '각', '과', ' ', '사', '탕', ' ', '1', 'K', 'G']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', 'PRDG_B', 'PRDG_I', '-', 'PRD_B', 'PRD_I', 'PRD_I']"
남양 초코에몽이랑 숙 장아찌 돼지감자,"['남양', ' ', '초코에몽', '이랑', ' ', '숙', ' ', '장아찌', ' ', '돼지감자']","['PRD_B', 'PRD_I', 'PRD_I', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']","['남', '양', ' ', '초', '코', '에', '몽', '이', '랑', ' ', '숙', ' ', '장', '아', '찌', ' ', '돼', '지', '감', '자']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
스키틀즈 오리지날 미니컵 라즈베리 아이스크림,"['스키틀즈', ' ', '오리지날', ' ', '미니컵', ' ', '라즈베리', ' ', '아이스크림']","['PRD_B', 'PRD_I', 'PRD_I', '-', 'PRD_B', 'PRD_I', 'PRD_I', '-', 'PRDG_B']","['스', '키', '틀', '즈', ' ', '오', '리', '지', '날', ' ', '미', '니', '컵', ' ', '라', '즈', '베', '리', ' ', '아', '이', '스', '크', '림']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', 'PRDG_B', 'PRDG_I', 'PRDG_I', 'PRDG_I', 'PRDG_I']"
서울식품 초코칩트위스트랑 전용목장 저지방 우유,"['서울식품', ' ', '초코칩트위스트', '랑', ' ', '전용목장', ' ', '저지방', ' ', '우유']","['PRD_B', 'PRD_I', 'PRD_I', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', '-', 'PRDG_B']","['서', '울', '식', '품', ' ', '초', '코', '칩', '트', '위', '스', '트', '랑', ' ', '전', '용', '목', '장', ' ', '저', '지', '방', ' ', '우', '유']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', 'PRDG_B', 'PRDG_I']"
한입가득 군만두와 2400G 김치,"['한입가득', ' ', '군만두', '와', ' ', '2400G', ' ', '김치']","['PRD_B', 'PRD_I', 'PRD_I', '-', '-', 'PRD_B', '-', 'PRDG_B']","['한', '입', '가', '득', ' ', '군', '만', '두', '와', ' ', '2', '4', '0', '0', 'G', ' ', '김', '치']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', 'PRDG_B', 'PRDG_I']"
파스퇴르 기획세트 우유 초록마을 훈제오리슬라이스,"['파스퇴르', ' ', '기획세트', ' ', '우유', ' ', '초록마을', ' ', '훈제오리슬라이스']","['PRD_B', 'PRD_I', 'PRD_I', '-', 'PRDG_B', '-', 'PRD_B', 'PRD_I', 'PRD_I']","['파', '스', '퇴', '르', ' ', '기', '획', '세', '트', ' ', '우', '유', ' ', '초', '록', '마', '을', ' ', '훈', '제', '오', '리', '슬', '라', '이', '스']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', 'PRDG_B', 'PRDG_I', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
영양깜장콩이랑 개성 왕새우만두,"['영양깜장콩', '이랑', ' ', '개성', ' ', '왕새우만두']","['PRD_B', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I']","['영', '양', '깜', '장', '콩', '이', '랑', ' ', '개', '성', ' ', '왕', '새', '우', '만', '두']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
맛을 소 갈비 찜 양념 소스와 미소담은 미쏘야모듬소시지,"['맛을', ' ', '소', ' ', '갈비', ' ', '찜', ' ', '양념', ' ', '소스', '와', ' ', '미소담은', ' ', '미쏘야모듬소시지']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I']","['맛', '을', ' ', '소', ' ', '갈', '비', ' ', '찜', ' ', '양', '념', ' ', '소', '스', '와', ' ', '미', '소', '담', '은', ' ', '미', '쏘', '야', '모', '듬', '소', '시', '지']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
청우 순쌀 과자 미본 오리지널과 저스트 건과채 스낵,"['청우', ' ', '순쌀', ' ', '과자', ' ', '미본', ' ', '오리지널', '과', ' ', '저스트', ' ', '건과채', ' ', '스낵']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']","['청', '우', ' ', '순', '쌀', ' ', '과', '자', ' ', '미', '본', ' ', '오', '리', '지', '널', '과', ' ', '저', '스', '트', ' ', '건', '과', '채', ' ', '스', '낵']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
아이스크림 2L 소담김치만두,"['아이스크림', ' ', '2L', ' ', '소담김치만두']","['PRDG_B', '-', 'PRD_B', '-', 'PRD_B']","['아', '이', '스', '크', '림', ' ', '2', 'L', ' ', '소', '담', '김', '치', '만', '두']","['PRDG_B', 'PRDG_I', 'PRDG_I', 'PRDG_I', 'PRDG_I', '-', 'PRD_B', 'PRD_I', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
마늘맛 소시지 노브랜드 치킨봉,"['마늘맛', ' ', '소시지', ' ', '노브랜드', ' ', '치킨봉']","['PRD_B', 'PRD_I', 'PRD_I', '-', 'PRD_B', 'PRD_I', 'PRD_I']","['마', '늘', '맛', ' ', '소', '시', '지', ' ', '노', '브', '랜', '드', ' ', '치', '킨', '봉']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
