product,words,words_tagging,syllables,syllables_tagging
동광젓갈 웰빙오징어젓매운맛,"['동광젓갈', ' ', '웰빙오징어젓매운맛']","['PRD_B', 'PRD_I', 'PRD_I']","['동', '광', '젓', '갈', ' ', '웰', '빙', '오', '징', '어', '젓', '매', '운', '맛']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
고방카스테라,['고방카스테라'],['PRD_B'],"['고', '방', '카', '스', '테', '라']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
나폴레옹 고방카스테라,"['나폴레옹', ' ', '고방카스테라']","['PRD_B', 'PRD_I', 'PRD_I']","['나', '폴', '레', '옹', ' ', '고', '방', '카', '스', '테', '라']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
납작김치왕군만두,['납작김치왕군만두'],['PRD_B'],"['납', '작', '김', '치', '왕', '군', '만', '두']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
창화당 납작김치왕군만두,"['창화당', ' ', '납작김치왕군만두']","['PRD_B', 'PRD_I', 'PRD_I']","['창', '화', '당', ' ', '납', '작', '김', '치', '왕', '군', '만', '두']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
포스틱,['포스틱'],['PRD_B'],"['포', '스', '틱']","['PRD_B', 'PRD_I', 'PRD_I']"
스프레드 치즈,"['스프레드', ' ', '치즈']","['PRD_B', '-', 'PRDG_B']","['스', '프', '레', '드', ' ', '치', '즈']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', '-', 'PRDG_B', 'PRDG_I']"
쫀득한 부안 수제 뽕 편육,"['쫀득한', ' ', '부안', ' ', '수제', ' ', '뽕', ' ', '편육']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']","['쫀', '득', '한', ' ', '부', '안', ' ', '수', '제', ' ', '뽕', ' ', '편', '육']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
요요 꿀호떡,"['요요', ' ', '꿀호떡']","['PRD_B', 'PRD_I', 'PRD_I']","['요', '요', ' ', '꿀', '호', '떡']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
삼립 요요 꿀호떡,"['삼립', ' ', '요요', ' ', '꿀호떡']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']","['삼', '립', ' ', '요', '요', ' ', '꿀', '호', '떡']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
모히또바 아이스크림,"['모히또바', ' ', '아이스크림']","['PRD_B', '-', 'PRDG_B']","['모', '히', '또', '바', ' ', '아', '이', '스', '크', '림']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', '-', 'PRDG_B', 'PRDG_I', 'PRDG_I', 'PRDG_I', 'PRDG_I']"
헬로키티 엘이디 캔디,"['헬로키티', ' ', '엘이디', ' ', '캔디']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']","['헬', '로', '키', '티', ' ', '엘', '이', '디', ' ', '캔', '디']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
프레첼 볶음 과자,"['프레첼', ' ', '볶음', ' ', '과자']","['PRD_B', 'PRD_I', 'PRD_I', '-', 'PRDG_B']","['프', '레', '첼', ' ', '볶', '음', ' ', '과', '자']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', 'PRDG_B', 'PRDG_I']"
맥된장,['맥된장'],['PRD_B'],"['맥', '된', '장']","['PRD_B', 'PRD_I', 'PRD_I']"
오트 시리얼 모음,"['오트', ' ', '시리얼', ' ', '모음']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']","['오', '트', ' ', '시', '리', '얼', ' ', '모', '음']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
레몬 닭가슴살,"['레몬', ' ', '닭가슴살']","['PRD_B', 'PRD_I', 'PRD_I']","['레', '몬', ' ', '닭', '가', '슴', '살']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
피코크 레몬 닭가슴살,"['피코크', ' ', '레몬', ' ', '닭가슴살']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']","['피', '코', '크', ' ', '레', '몬', ' ', '닭', '가', '슴', '살']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
핫스패니쉬살라미,['핫스패니쉬살라미'],['PRD_B'],"['핫', '스', '패', '니', '쉬', '살', '라', '미']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
지프리모 핫스패니쉬살라미,"['지프리모', ' ', '핫스패니쉬살라미']","['PRD_B', 'PRD_I', 'PRD_I']","['지', '프', '리', '모', ' ', '핫', '스', '패', '니', '쉬', '살', '라', '미']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
만두,['만두'],['PRD_B'],"['만', '두']","['PRD_B', 'PRD_I']"
고추장멸치볶음,['고추장멸치볶음'],['PRD_B'],"['고', '추', '장', '멸', '치', '볶', '음']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
씨제이다진마늘,['씨제이다진마늘'],['PRD_B'],"['씨', '제', '이', '다', '진', '마', '늘']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
젤리벨리 포도 아이스바,"['젤리벨리', ' ', '포도', ' ', '아이스바']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']","['젤', '리', '벨', '리', ' ', '포', '도', ' ', '아', '이', '스', '바']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
허쉬 젤리벨리 포도 아이스바,"['허쉬', ' ', '젤리벨리', ' ', '포도', ' ', '아이스바']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']","['허', '쉬', ' ', '젤', '리', '벨', '리', ' ', '포', '도', ' ', '아', '이', '스', '바']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
명태회무침,['명태회무침'],['PRD_B'],"['명', '태', '회', '무', '침']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
더반찬 명태회무침,"['더반찬', ' ', '명태회무침']","['PRD_B', 'PRD_I', 'PRD_I']","['더', '반', '찬', ' ', '명', '태', '회', '무', '침']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
팥으로 만든 안흥찐빵,"['팥으로', ' ', '만든', ' ', '안흥찐빵']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']","['팥', '으', '로', ' ', '만', '든', ' ', '안', '흥', '찐', '빵']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
고구마말랭이,['고구마말랭이'],['PRD_B'],"['고', '구', '마', '말', '랭', '이']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
해남 고구마말랭이,"['해남', ' ', '고구마말랭이']","['PRD_B', 'PRD_I', 'PRD_I']","['해', '남', ' ', '고', '구', '마', '말', '랭', '이']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
동치미 김치,"['동치미', ' ', '김치']","['PRD_B', '-', 'PRDG_B']","['동', '치', '미', ' ', '김', '치']","['PRD_B', 'PRD_I', 'PRD_I', '-', 'PRDG_B', 'PRDG_I']"
마음심은 이종임 동치미 김치,"['마음심은', ' ', '이종임', ' ', '동치미', ' ', '김치']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', 'PRDG_B']","['마', '음', '심', '은', ' ', '이', '종', '임', ' ', '동', '치', '미', ' ', '김', '치']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', 'PRDG_B', 'PRDG_I']"
열무물김치,['열무물김치'],['PRD_B'],"['열', '무', '물', '김', '치']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
깐깐 송도순 열무물김치,"['깐깐', ' ', '송도순', ' ', '열무물김치']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']","['깐', '깐', ' ', '송', '도', '순', ' ', '열', '무', '물', '김', '치']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
하겐다즈 초콜릿,"['하겐다즈', ' ', '초콜릿']","['PRD_B', 'PRD_I', 'PRD_I']","['하', '겐', '다', '즈', ' ', '초', '콜', '릿']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
마드레느셀레브르쿠키젤리롤,['마드레느셀레브르쿠키젤리롤'],['PRD_B'],"['마', '드', '레', '느', '셀', '레', '브', '르', '쿠', '키', '젤', '리', '롤']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
치즈 96G,"['치즈', ' ', '96G']","['PRDG_B', '-', 'PRD_B']","['치', '즈', ' ', '9', '6', 'G']","['PRDG_B', 'PRDG_I', '-', 'PRD_B', 'PRD_I', 'PRD_I']"
더블 스테이크,"['더블', ' ', '스테이크']","['PRD_B', 'PRD_I', 'PRD_I']","['더', '블', ' ', '스', '테', '이', '크']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
파인애플 그대로,"['파인애플', ' ', '그대로']","['PRD_B', 'PRD_I', 'PRD_I']","['파', '인', '애', '플', ' ', '그', '대', '로']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
피코크 파인애플 그대로,"['피코크', ' ', '파인애플', ' ', '그대로']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']","['피', '코', '크', ' ', '파', '인', '애', '플', ' ', '그', '대', '로']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
나박김치,['나박김치'],['PRD_B'],"['나', '박', '김', '치']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I']"
이종임 나박김치,"['이종임', ' ', '나박김치']","['PRD_B', 'PRD_I', 'PRD_I']","['이', '종', '임', ' ', '나', '박', '김', '치']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
치즈 180G,"['치즈', ' ', '180G']","['PRDG_B', '-', 'PRD_B']","['치', '즈', ' ', '1', '8', '0', 'G']","['PRDG_B', 'PRDG_I', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I']"
애니타임 밀크민트맛,"['애니타임', ' ', '밀크민트맛']","['PRD_B', 'PRD_I', 'PRD_I']","['애', '니', '타', '임', ' ', '밀', '크', '민', '트', '맛']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
애니타임 밀크민트 사탕,"['애니타임', ' ', '밀크민트', ' ', '사탕']","['PRD_B', 'PRD_I', 'PRD_I', '-', 'PRDG_B']","['애', '니', '타', '임', ' ', '밀', '크', '민', '트', ' ', '사', '탕']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', 'PRDG_B', 'PRDG_I']"
한아름 땅콩소보루,"['한아름', ' ', '땅콩소보루']","['PRD_B', 'PRD_I', 'PRD_I']","['한', '아', '름', ' ', '땅', '콩', '소', '보', '루']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
삼립 한아름 땅콩소보루,"['삼립', ' ', '한아름', ' ', '땅콩소보루']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']","['삼', '립', ' ', '한', '아', '름', ' ', '땅', '콩', '소', '보', '루']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
맛동산,['맛동산'],['PRD_B'],"['맛', '동', '산']","['PRD_B', 'PRD_I', 'PRD_I']"
해태 맛동산,"['해태', ' ', '맛동산']","['PRD_B', 'PRD_I', 'PRD_I']","['해', '태', ' ', '맛', '동', '산']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
내추럴 오리지널 우유,"['내추럴', ' ', '오리지널', ' ', '우유']","['PRD_B', 'PRD_I', 'PRD_I', '-', 'PRDG_B']","['내', '추', '럴', ' ', '오', '리', '지', '널', ' ', '우', '유']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', 'PRDG_B', 'PRDG_I']"
일미초절임무,['일미초절임무'],['PRD_B'],"['일', '미', '초', '절', '임', '무']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
엘에이식 양념갈비구이,"['엘에이식', ' ', '양념갈비구이']","['PRD_B', 'PRD_I', 'PRD_I']","['엘', '에', '이', '식', ' ', '양', '념', '갈', '비', '구', '이']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
삼원가든 엘에이식 양념갈비구이,"['삼원가든', ' ', '엘에이식', ' ', '양념갈비구이']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']","['삼', '원', '가', '든', ' ', '엘', '에', '이', '식', ' ', '양', '념', '갈', '비', '구', '이']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
백설 그릴후랑크,"['백설', ' ', '그릴후랑크']","['PRD_B', 'PRD_I', 'PRD_I']","['백', '설', ' ', '그', '릴', '후', '랑', '크']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
씨제이 백설 그릴후랑크,"['씨제이', ' ', '백설', ' ', '그릴후랑크']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']","['씨', '제', '이', ' ', '백', '설', ' ', '그', '릴', '후', '랑', '크']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
우유 125ML,"['우유', ' ', '125ML']","['PRDG_B', '-', 'PRD_B']","['우', '유', ' ', '1', '2', '5', 'M', 'L']","['PRDG_B', 'PRDG_I', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
냉장 고추장 삼겹살구이,"['냉장', ' ', '고추장', ' ', '삼겹살구이']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']","['냉', '장', ' ', '고', '추', '장', ' ', '삼', '겹', '살', '구', '이']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
부촌푸드 냉장 고추장 삼겹살구이,"['부촌푸드', ' ', '냉장', ' ', '고추장', ' ', '삼겹살구이']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']","['부', '촌', '푸', '드', ' ', '냉', '장', ' ', '고', '추', '장', ' ', '삼', '겹', '살', '구', '이']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
아이스크림 800ML,"['아이스크림', ' ', '800ML']","['PRDG_B', '-', 'PRD_B']","['아', '이', '스', '크', '림', ' ', '8', '0', '0', 'M', 'L']","['PRDG_B', 'PRDG_I', 'PRDG_I', 'PRDG_I', 'PRDG_I', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
빠삐코 아이스크림,"['빠삐코', ' ', '아이스크림']","['PRD_B', '-', 'PRDG_B']","['빠', '삐', '코', ' ', '아', '이', '스', '크', '림']","['PRD_B', 'PRD_I', 'PRD_I', '-', 'PRDG_B', 'PRDG_I', 'PRDG_I', 'PRDG_I', 'PRDG_I']"
롯데삼강 빠삐코 아이스크림,"['롯데삼강', ' ', '빠삐코', ' ', '아이스크림']","['PRD_B', 'PRD_I', 'PRD_I', '-', 'PRDG_B']","['롯', '데', '삼', '강', ' ', '빠', '삐', '코', ' ', '아', '이', '스', '크', '림']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', 'PRDG_B', 'PRDG_I', 'PRDG_I', 'PRDG_I', 'PRDG_I']"
아임리얼 떠먹는 파인애플,"['아임리얼', ' ', '떠먹는', ' ', '파인애플']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']","['아', '임', '리', '얼', ' ', '떠', '먹', '는', ' ', '파', '인', '애', '플']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
풀무원 아임리얼 떠먹는 파인애플,"['풀무원', ' ', '아임리얼', ' ', '떠먹는', ' ', '파인애플']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']","['풀', '무', '원', ' ', '아', '임', '리', '얼', ' ', '떠', '먹', '는', ' ', '파', '인', '애', '플']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
상하목장우유,['상하목장우유'],['PRD_B'],"['상', '하', '목', '장', '우', '유']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
매일우유 상하목장우유,"['매일우유', ' ', '상하목장우유']","['PRD_B', 'PRD_I', 'PRD_I']","['매', '일', '우', '유', ' ', '상', '하', '목', '장', '우', '유']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
굿밀크 우유,"['굿밀크', ' ', '우유']","['PRD_B', '-', 'PRDG_B']","['굿', '밀', '크', ' ', '우', '유']","['PRD_B', 'PRD_I', 'PRD_I', '-', 'PRDG_B', 'PRDG_I']"
치즈 800G,"['치즈', ' ', '800G']","['PRDG_B', '-', 'PRD_B']","['치', '즈', ' ', '8', '0', '0', 'G']","['PRDG_B', 'PRDG_I', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I']"
한입가득 피자군만두,"['한입가득', ' ', '피자군만두']","['PRD_B', 'PRD_I', 'PRD_I']","['한', '입', '가', '득', ' ', '피', '자', '군', '만', '두']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
치킨,['치킨'],['PRD_B'],"['치', '킨']","['PRD_B', 'PRD_I']"
아몬드브리즈 오리지널언스위트바나나초코,"['아몬드브리즈', ' ', '오리지널언스위트바나나초코']","['PRD_B', 'PRD_I', 'PRD_I']","['아', '몬', '드', '브', '리', '즈', ' ', '오', '리', '지', '널', '언', '스', '위', '트', '바', '나', '나', '초', '코']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
멕시칸 라이스브리또 불고기,"['멕시칸', ' ', '라이스브리또', ' ', '불고기']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']","['멕', '시', '칸', ' ', '라', '이', '스', '브', '리', '또', ' ', '불', '고', '기']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
오뚜기 멕시칸 라이스브리또 불고기,"['오뚜기', ' ', '멕시칸', ' ', '라이스브리또', ' ', '불고기']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']","['오', '뚜', '기', ' ', '멕', '시', '칸', ' ', '라', '이', '스', '브', '리', '또', ' ', '불', '고', '기']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
꼬마돈까스,['꼬마돈까스'],['PRD_B'],"['꼬', '마', '돈', '까', '스']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
검은콩조림,['검은콩조림'],['PRD_B'],"['검', '은', '콩', '조', '림']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
수작 광양식 소불고기,"['수작', ' ', '광양식', ' ', '소불고기']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']","['수', '작', ' ', '광', '양', '식', ' ', '소', '불', '고', '기']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
리코타 치즈,"['리코타', ' ', '치즈']","['PRD_B', '-', 'PRDG_B']","['리', '코', '타', ' ', '치', '즈']","['PRD_B', 'PRD_I', 'PRD_I', '-', 'PRDG_B', 'PRDG_I']"
수제 치즈,"['수제', ' ', '치즈']","['PRD_B', '-', 'PRDG_B']","['수', '제', ' ', '치', '즈']","['PRD_B', 'PRD_I', '-', 'PRDG_B', 'PRDG_I']"
평양 왕만두,"['평양', ' ', '왕만두']","['PRD_B', 'PRD_I', 'PRD_I']","['평', '양', ' ', '왕', '만', '두']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
풀무원 평양 왕만두,"['풀무원', ' ', '평양', ' ', '왕만두']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']","['풀', '무', '원', ' ', '평', '양', ' ', '왕', '만', '두']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
순희네 녹두 빈대 떡,"['순희네', ' ', '녹두', ' ', '빈대', ' ', '떡']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']","['순', '희', '네', ' ', '녹', '두', ' ', '빈', '대', ' ', '떡']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
피코크 순희네 녹두 빈대 떡,"['피코크', ' ', '순희네', ' ', '녹두', ' ', '빈대', ' ', '떡']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']","['피', '코', '크', ' ', '순', '희', '네', ' ', '녹', '두', ' ', '빈', '대', ' ', '떡']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
과자 85G,"['과자', ' ', '85G']","['PRDG_B', '-', 'PRD_B']","['과', '자', ' ', '8', '5', 'G']","['PRDG_B', 'PRDG_I', '-', 'PRD_B', 'PRD_I', 'PRD_I']"
쁘띠 땅콩샌드,"['쁘띠', ' ', '땅콩샌드']","['PRD_B', 'PRD_I', 'PRD_I']","['쁘', '띠', ' ', '땅', '콩', '샌', '드']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
아이스크림 600ML,"['아이스크림', ' ', '600ML']","['PRDG_B', '-', 'PRD_B']","['아', '이', '스', '크', '림', ' ', '6', '0', '0', 'M', 'L']","['PRDG_B', 'PRDG_I', 'PRDG_I', 'PRDG_I', 'PRDG_I', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I']"
